id	rate
45037	.107
45039	.129
45041	.117
45043	.125
45045	.102
45047	.137
45049	.161
45051	.109
45053	.107
45055	.104
45057	.179
45059	.117
45061	.157
45063	.083
45065	.157
45067	.21
45069	.202
45071	.117
45073	.142
45075	.187
45077	.106
45079	.095
45081	.094
45083	.122
45085	.139
45087	.206
45089	.154
45091	.141
46003	.04
46005	.03
46007	.06
46009	.049
46011	.032
46013	.031
46015	.027
46017	.172
46019	.039
46021	.045
46023	.048
46025	.047
46027	.037
46029	.058
46031	.056
46033	.03
46035	.043
46037	.053
46039	.048
46041	.104
46043	.031
46045	.027
46047	.049
46049	.031
46051	.035
46053	.031
46055	.036
46057	.051
46059	.028
46061	.03
46063	.023
46065	.027
46067	.039
46069	.036
46071	.062
46073	.026
46075	.024
46077	.051
46079	.058
46081	.038
46083	.039
46085	.057
46087	.045
46089	.05
46091	.047
46093	.04
46095	.068
46097	.057
46099	.047
46101	.061
46103	.044
46105	.039
46107	.032
46109	.048
46111	.038
46113	.126
46115	.034
46117	.021
46119	.024
46121	.084
46123	.029
46125	.044
46127	.053
46129	.04
46135	.053
46137	.078
47001	.097
47003	.121
47005	.128
47007	.137
47009	.093
47011	.093
47013	.131
47015	.108
47017	.164
47019	.098
47021	.094
47023	.115
47025	.111
47027	.126
47029	.122
47031	.102
47033	.134
47035	.108
47037	.092
47039	.142
47041	.102
47043	.098
47045	.14
47047	.108
47049	.13
47051	.104
47053	.157
47055	.14
47057	.135
47059	.143
47061	.13
47063	.125
47065	.087
47067	.183
47069	.127
47071	.111
47073	.103
47075	.18
47077	.181
47079	.131
47081	.124
47083	.116
47085	.119
47087	.127
47089	.118
47091	.122
47093	.081
47095	.107
47097	.189
47099	.146
47101	.149
47103	.069
47105	.095
47107	.13
47109	.127
47111	.112
47113	.11
47115	.121
47117	.163
47119	.119
47121	.136
47123	.161
47125	.09
47127	.097
47129	.116
47131	.104
47133	.12
47135	.176
47137	.134
47139	.114
47141	.097
47143	.127
47145	.089
47147	.101
47149	.095
47151	.184
47153	.128
47155	.092
47157	.102
47159	.128
47161	.111
47163	.088
47165	.097
47167	.116
47169	.12
47171	.103
47173	.107
47175	.142
47177	.125
47179	.086
47181	.129
47183	.13
47185	.135
47187	.075
47189	.09
48001	.094
48003	.076
48005	.089
48007	.073
48009	.065
48011	.051
48013	.079
48015	.084
48017	.052
48019	.068
48021	.08
48023	.051
48025	.103
48027	.071
48029	.072
48031	.058
48033	.062
48035	.086
48037	.078
48039	.089
48041	.062
48043	.051
48045	.059
48047	.099
48049	.072
48051	.074
48053	.063
48055	.082
48057	.095
48059	.063
48061	.108
48063	.096
48065	.067
48067	.125
48069	.053
48071	.107
48073	.097
48075	.064
48077	.074
48079	.072
48081	.086
48083	.069
48085	.078
48087	.059
48089	.066
48091	.066
48093	.061
48095	.082
48097	.065
48099	.087
48101	.056
48103	.095
48105	.097
48107	.07
48109	.045
48111	.044
48113	.087
48115	.087
48117	.058
48119	.084
48121	.077
48123	.083
48125	.06
48127	.11
48129	.07
48131	.125
48133	.084
48135	.092
48137	.067
48139	.086
48141	.098
48143	.071
48145	.095
48147	.09
48149	.057
48151	.064
48153	.069
48155	.057
48157	.083
48159	.073
48161	.067
48163	.084
48165	.068
48167	.085
48169	.057
48171	.049
48173	.052
48175	.079
48177	.061
48179	.089
48181	.087
48183	.08
48185	.1
48187	.067
48189	.064
48191	.089
48193	.06
48195	.055
48197	.072
48199	.101
48201	.085
48203	.087
48205	.043
48207	.052
48209	.068
48211	.03
48213	.085
48215	.116
48217	.085
48219	.07
48221	.076
48223	.065
48225	.103
48227	.075
48229	.065
48231	.085
48233	.08
48235	.054
48237	.064
48239	.076
48241	.119
48243	.056
48245	.108
48247	.1
48249	.1
48251	.091
48253	.082
48255	.105
48257	.088
48259	.06
48261	.061
48263	.062
48265	.06
48267	.054
48269	.054
48271	.089
48273	.077
48275	.064
48277	.078
48279	.066
48281	.061
48283	.099
48285	.064
48287	.069
48289	.079
48291	.112
48293	.072
48295	.061
48297	.076
48299	.073
48301	.115
48303	.057
48305	.068
48307	.091
48309	.071
48311	.078
48313	.087
48315	.118
48317	.05
48319	.054
48321	.112
48323	.136
48325	.071
48327	.09
48329	.062
48331	.102
48333	.06
48335	.087
48337	.078
48339	.079
48341	.053
48343	.156
48345	.053
48347	.07
48349	.084
48351	.124
48353	.064
48355	.077
48357	.063
48359	.055
48361	.111
48363	.091
48365	.075
48367	.084
48369	.048
48371	.117
48373	.103
48375	.066
48377	.178
48379	.085
48381	.051
48383	.058
48385	.061
48387	.105
48389	.14
48391	.07
48393	.062
48395	.087
48397	.078
48399	.101
48401	.091
48403	.159
48405	.108
48407	.1
48409	.098
48411	.078
48413	.111
48415	.072
48417	.043
48419	.081
48421	.049
48423	.083
48425	.073
48427	.178
48429	.069
48431	.046
48433	.048
48435	.078
48437	.067
48439	.082
48441	.061
48443	.078
48445	.077
48447	.056
48449	.077
48451	.07
48453	.07
48455	.088
48457	.105
48459	.081
48461	.056
48463	.089
48465	.096
48467	.074
48469	.079
48471	.078
48473	.09
48475	.085
48477	.069
48479	.091
48481	.079
48483	.056
48485	.081
48487	.055
48489	.139
48491	.078
48493	.069
48495	.09
48497	.096
48499	.084
48501	.071
48503	.064
48505	.126
48507	.163
49001	.042
49003	.056
49005	.042
49007	.065
49009	.027
49011	.056
49013	.069
49015	.062
49017	.049
49019	.052
49021	.063
49023	.068
49025	.044
49027	.04
49029	.053
49031	.038
49033	.028
49035	.06
49037	.086
49039	.056
49041	.057
49043	.058
49045	.064
49047	.066
49049	.054
49051	.06
49053	.078
49055	.042
49057	.07
50001	.058
50003	.068
50005	.07
50007	.057
50009	.078
50011	.062
50013	.07
50015	.066
50017	.055
50019	.083
50021	.087
50023	.061
50025	.063
50027	.058
51001	.061
51003	.05
51005	.087
51007	.07
51009	.07
51011	.067
51013	.042
51015	.058
51017	.054
51019	.062
51021	.075
51023	.062
51025	.114
51027	.088
51029	.078
51031	.066
51033	.082
51035	.113
51036	.087
51037	.091
51041	.068
51043	.061
51045	.072
51047	.075
51049	.07
51051	.083
51053	.083
51057	.077
51059	.047
51061	.05
51063	.071
51065	.058
51067	.078
51069	.073
51071	.085
51073	.055
51075	.067
51077	.104
51079	.058
51081	.091
51083	.115
51085	.066
51087	.072
51089	.134
51091	.059
51093	.063
51095	.046
51097	.075
51099	.075
51101	.064
51103	.073
51105	.071
51107	.047
51109	.081
51111	.091
51113	.06
51115	.048
51117	.105
51119	.064
51121	.063
51125	.062
51127	.069
51131	.066
51133	.065
51135	.079
51137	.076
51139	.098
51141	.099
51143	.103
51145	.06
51147	.084
51149	.073
51153	.053
51155	.108
51157	.056
51159	.072
51161	.059
51163	.056
51165	.053
51167	.096
51169	.099
51171	.076
51173	.102
51175	.077
51177	.051
51179	.051
51181	.073
51183	.095
51185	.079
51187	.066
51191	.082
51193	.071
51195	.067
51197	.097
51199	.05
51510	.048
51515	.089
51520	.099
51530	.087
51540	.062
51550	.064
51570	.082
51580	.091
51590	.13
51595	.118
51600	.054
51610	.073
51620	.107
51630	.091
51640	.103
51650	.077
51660	.064
51670	.104
51678	.092
51680	.077
51683	.068
51685	.054
51690	.2
51700	.073
51710	.084
51720	.055
51730	.138
51735	.05
51740	.084
51750	.085
51760	.1
51770	.086
51775	.063
51790	.073
51800	.066
51810	.059
51820	.082
51830	.135
51840	.079
53001	.065
53003	.081
53005	.058
53007	.065
53009	.085
53011	.127
53013	.084
53015	.128
53017	.066
53019	.113
53021	.062
53023	.053
53025	.073
53027	.117
53029	.081
53031	.074
53033	.088
53035	.071
53037	.073
53039	.081
53041	.12
53043	.074
53045	.094
53047	.074
53049	.107
53051	.121
53053	.088
53055	.047
53057	.091
53059	.094
53061	.101
53063	.083
53065	.105
53067	.071
53069	.114
53071	.055
53073	.078
53075	.047
53077	.068
54001	.092
54003	.085
54005	.094
54007	.08
54009	.111
54011	.066
54013	.121
54015	.119
54017	.074
54019	.086
54021	.065
54023	.112
54025	.083
54027	.078
54029	.118
54031	.097
54033	.071
54035	.129
54037	.066
54039	.071
54041	.075
54043	.106
54045	.098
54047	.127
54049	.065
54051	.087
54053	.121
54055	.069
54057	.079
54059	.107
54061	.046
54063	.065
54065	.091
54067	.091
54069	.078
54071	.075
54073	.102
54075	.113
54077	.07
54079	.063
54081	.08
54083	.085
54085	.088
54087	.13
54089	.078
54091	.079
54093	.109
54095	.108
54097	.089
54099	.077
54101	.104
54103	.123
54105	.114
54107	.088
54109	.115
55001	.083
55003	.083
55005	.071
55007	.062
55009	.071
55011	.057
55013	.091
55015	.067
55017	.066
55019	.076
55021	.071
55023	.081
55025	.054
55027	.084
55029	.066
55031	.065
55033	.058
55035	.06
55037	.081
55039	.078
55041	.081
55043	.061
55045	.078
55047	.075
55049	.062
55051	.094
55053	.072
55055	.08
55057	.085
55059	.098
55061	.073
55063	.059
55065	.06
55067	.085
55069	.096
55071	.085
55073	.077
55075	.102
55077	.083
55078	.127
55079	.093
55081	.064
55083	.091
55085	.074
55087	.075
55089	.072
55091	.054
55093	.061
55095	.084
55097	.058
55099	.094
55101	.093
55103	.075
55105	.111
55107	.101
55109	.068
55111	.07
55113	.071
55115	.082
55117	.083
55119	.096
55121	.064
55123	.066
55125	.071
55127	.077
55129	.078
55131	.081
55133	.072
55135	.082
55137	.082
55139	.07
55141	.074
56001	.036
56003	.082
56005	.057
56007	.068
56009	.059
56011	.049
56013	.074
56015	.053
56017	.058
56019	.067
56021	.063
56023	.065
56025	.073
56027	.045
56029	.051
56031	.062
56033	.066
56035	.045
56037	.074
56039	.052
56041	.072
56043	.059
56045	.059
72001	.217
72003	.179
72005	.178
72007	.182
72009	.192
72011	.183
72013	.167
72015	.227
72017	.201
72019	.196
72021	.136
72023	.135
72025	.158
72027	.156
72029	.212
72031	.133
72033	.183
72035	.181
72037	.176
72039	.236
72041	.173
72043	.231
72045	.234
72047	.177
72049	.116
72051	.152
72053	.178
72054	.215
72055	.199
72057	.22
72059	.226
72061	.106
72063	.163
72065	.165
72067	.164
72069	.208
72071	.191
72073	.219
72075	.186
72077	.191
72079	.186
72081	.175
72083	.181
72085	.192
72087	.204
72089	.202
72091	.192
72093	.199
72095	.259
72097	.179
72099	.18
72101	.216
72103	.232
72105	.189
72107	.228
72109	.236
72111	.202
72113	.159
72115	.168
72117	.179
72119	.171
72121	.189
72123	.252
72125	.178
72127	.119
72129	.185
72131	.182
72133	.257
72135	.129
72137	.134
72139	.111
72141	.258
72143	.163
72145	.176
72147	.277
72149	.198
72151	.241
72153	.16
